Name of the Organization,Salary Per Annum (Rs. In Lakhs),ECE,CSE,EEE,IT,MECH,PROD,CIVIL,CHEM,BIO- TECH,MCA,MTech/ CSE,M.E/ ECE,M.E/ EEE,"M.E/
Cad/Cam",ME/ CIVIL,MBA,TOTAL,Year,ME / VLSI,ME/ THERMAL,MTech/ CNIS,ME/ Stru
MAHINDRA & MAHINDRA,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,12,,,,
AAS TECHNOLOGIES,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,7.0,14,12,,,,
NETRIPPLES,3.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15,12,,,,
KARUR VYSYA BANK,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,12,,,,
TATA ADVANCED SYSTEMS,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,,,,
"CII-Sohrabji Godrej Green Business
Centre",2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,,,,
SYNTEL INC,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,,,,
IGATE PATNI,2.7,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,,,,
PIAGGIO,2.4,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,,,,
HDFC STANDARD LIFE INSURANCE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,12,,,,
HUSYS,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,12,,,,
BHARATH ELECTRONICS LIMITED,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,,,,
HYDERABAD INDUSTRIES LTD,5.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,,,,
BANK OF AMERICA,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,,,,
ANAND AUTOMOTIVE LTD,4.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,,,,
WELLS FARGO,5.0,7.0,7.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,12,,,,
IBM TECH SUPPORT,3.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,,,,
AMAZON,4.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,,,,
IDEA CELLULAR,4.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,,,,
CSC FOR MBA-FINANCE,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,12,,,,
FL SMIDTH PVT LTD,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,12,,,,
ASAIN PAINTS,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,,,,
CSC FOR MBA - FINANCE,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,12,,,,
CADEPLOY,1.2,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,12,,,,
24x7 HEADHUNTING,1.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,10,12,,,,
HINDUSTAN UNILEVER,5.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,,,,
SMS COUNTRY,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,,,,
IDEAL INDUSTRIAL EXPLOSIVE LTD.,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,,,,
ORACLE (INTERNSHIP),1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,13,,,,
ROBERT BOSCH,3.5,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,13,,,,
MAHINDRA & MAHINDRA,5.1,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,13,,,,
GOOGLE,5.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,,,,
ITCLTD,5.6,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,,,,
DELOITTE,4.6,4.0,13.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27,13,,,,
GE HOME AND BUSINESS SOLUTIONS(INTERNSHIP),1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,13,,,,
MICROSOFT (MSIT),10.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,,,,
MICROSOFT (INTERNSHIP),3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13,,,,
JP MORGAN CHASE,5.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,13,,,,
COGNIZANT,3.35,50.0,54.0,18.0,21.0,17.0,21.0,14.0,20.0,15.0,13.0,5.0,2.0,2.0,0.0,0.0,0.0,252,13,,,,
FMC TECHNOLOGIES,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,,,,
INFOSYS,3.25,30.0,18.0,7.0,5.0,9.0,9.0,4.0,4.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,98,13,,,,
WIPRO,3.25,45.0,39.0,17.0,10.0,10.0,1.0,6.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,148,13,,,,
GE-ENERGY (INTERNSHIP),2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3,13,,,,
CAPGEMINI,3.05,4.0,9.0,1.0,1.0,2.0,6.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34,13,,,,
CAPITAL IQ,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,13,,,,
CADEPLOY,1.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,,,,
NET. ORANGE TECHNOLOGIES PVT LTD,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,,,,
HCL TECHNOLOGIES,3.5,2.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13,,,,
DELL,3.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,13,,,,
INTERGRAPH,3.5,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,13,,,,
csc,3.27,3.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,13,,,,
DELL ENGINEERING SERVICESES,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,,,,
VERIZON,3.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,,,,
CA TECHNOLOGIES,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,13,,,,
DELOITTE (DSA),4.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,,,,
LIC - LIFE PLUS,1.8,4.0,2.0,2.0,6.0,1.0,2.0,4.0,8.0,3.0,9.0,1.0,5.0,2.0,0.0,0.0,33.0,82,13,,,,
L & T CONSTRUCTION,4.5,0.0,0.0,4.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,13,,,,
ORIENT CEMENTS LTD.,3.75,0.0,0.0,1.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,13,,,,
UNITED SPIRITS,4.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,,,,
PEGA SYSTEMS,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,,,,
BRITISH PAINTS,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,,,,
BANK OF AMERICA,3.5,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13,,,,
KOTAK SECURITIES LTD,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10,13,,,,
TIBCO SOFTWARE,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,13,,,,
MEGH ENGINEERING INFRASTRUCTURE LTD,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,,,,
PROCESS MAP,3.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,,,,
VERITY KNOWLEDGE SOLUTIONS PVT. LTD.,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,13,,,,
COGNIZANT,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,13,,,,
HDFC LIFE,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9,13,,,,
WELLS FARGO,5.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13,,,,
ICICI SECURITIES,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,13,,,,
HARVEST FUTURES CONSULTANTS,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12,13,,,,
NETCRACKER,4.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,13,,,,
MEDHA SERVO DRIVE,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,,,,
FACE,5.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13,,,,
ASTER BUILDING SOLUTIONS PVT. LTD.,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,,,,
INUIT TECHNOLOGY,3.5,9.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,13,,,,
SAMSUNG,6.1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,,,,
MOLD-TEK TECHNOLOGIES,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,,,,
EUREKA FORBES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,13,,,,
CHANNELPLAY LTD,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,14,0.0,0.0,,
GE INDIA TECHNOLOGIES PVT LTD,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,7,14,0.0,0.0,,
TATA PROJECTS LTD,4.5,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,0.0,0.0,,
SONATA SOFTWARE,4.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,0.0,0.0,,
PYRO NETWORKS,2.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,,
L & T CONSTRUCTION,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3,14,0.0,0.0,,
GOOGLE,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,,
MAHINDRA & MAHINDRA,5.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,,
DELOITTE,4.5,9.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,14,0.0,0.0,,
FACTSET,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,0.0,0.0,,
MICROSOFT,11.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,0.0,0.0,,
MICROSOFT INTERNSHIP,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14,0.0,0.0,,
J P MORGAN CHASE,6.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,0.0,0.0,,
ITC LTD,8.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,0.0,0.0,,
FUTURES FIRST,8.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,,
ELGI EQUIPMENTS LIMITED,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,,
CTS,3.35,56.0,41.0,21.0,15.0,13.0,7.0,11.0,12.0,8.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,193,14,2.0,1.0,,
FCS,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,0.0,0.0,,
CAPITAL IQ,5.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,0.0,0.0,,
INFOSYS,3.35,63.0,57.0,17.0,16.0,13.0,15.0,22.0,15.0,18.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,242,14,1.0,1.0,,
HUL,5.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,,
WIPRO,3.35,30.0,10.0,11.0,4.0,8.0,2.0,5.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,81,14,0.0,0.0,,
MICROSOFT-GFS INTERNSHIP,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,0.0,0.0,,
CAPGEMINI,3.0,5.0,5.0,6.0,2.0,3.0,4.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,36,14,2.0,0.0,,
FMC TECHNOLOGIES,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,0.0,0.0,,
CYBAGE,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14,0.0,0.0,,
IGATE,3.25,9.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,14,0.0,0.0,,
HSBC,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,,
CTS-MBA-FINANCE,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6,14,0.0,0.0,,
PEGA SYSTEMS,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,14,0.0,0.0,,
"SATYAM VENTURE ENGINEERING
SERVICES PVT LTD",2.1,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,0.0,0.0,,
TECH MAHINDRA,3.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,14,0.0,0.0,,
INTERGRAPH,3.7,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,0.0,0.0,,
BANK OF AMERICA,3.75,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,14,0.0,0.0,,
MUSIGMA,4.5,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,14,0.0,0.0,,
CA TECHNOLOGIES,5.5,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,0.0,0.0,,
TATA ADVANCED SYSTEMS LTD.,3.93,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,0.0,0.0,,
BROADCOM - INTERNSHIP,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,,
WELLS FARGO,5.2,8.0,6.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,14,0.0,0.0,,
GODREJ & BOYCE MFG. CO. LTD,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,,
BACKOFFICE ASSOCIATES,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,0.0,0.0,,
CSC,3.27,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,14,0.0,0.0,,
AVAYA - INTERNSHIP,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,14,1.0,0.0,,
ORACLE -(UGBU),6.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,0.0,0.0,,
ORACLE -(CGBU),7.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,0.0,0.0,,
99ACRES.COM,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,14,0.0,0.0,,
VERIZON,4.5,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,14,0.0,0.0,,
ORIENT CEMENT,3.75,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,14,0.0,0.0,,
Dr. REDDY'S LABORATORIES LTD,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0.0,0.0,,
DEFTEAM SOLUTIONS PVT. LTD.,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6,14,0.0,0.0,,
JARO EDUCATION,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,14,0.0,0.0,,
INFOTECH ENTERPRISES LTD,2.75,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,0.0,0.0,,
SNEHADEEP FINANCIAL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11,14,0.0,0.0,,
A and M Signalling Services Pvt. Ltd.,2.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,14,0.0,0.0,,
ISERVICEGLOBE,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,14,0.0,0.0,,
PYRO GROUP,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,14,0.0,0.0,,
GODREJ & BOYCE MFG. CO. LTD,3.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,0.0,0.0,,
AARVE ASSOCIATES,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,0.0,0.0,,
K TREE SOLUTIONS,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,14,0.0,0.0,,
NAVJYOTHI COMMODITES,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4,14,0.0,0.0,,
SAMSUNG R &D,6.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,0.0,0.0,,
INVESCO LTD,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,14,0.0,0.0,,
GE-BHEL,3.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,0.0,0.0,,
TIBCO,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,15,0.0,0.0,0.0,
HYDERABAD INDUSTRIES LTD.,4.5,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15,0.0,0.0,0.0,
PROGRESS SOFTWARE-INTERNSHIP,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3,15,0.0,0.0,0.0,
DELOITTE,5.2,11.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,34,15,0.0,0.0,0.0,
DELOITTE (INTERNSHIP),1.8,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,15,0.0,0.0,0.0,
ORACLE (CGBU,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15,0.0,0.0,0.0,
ORACLE (PGBU),8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,15,0.0,0.0,0.0,
